ASV	NTC	NTC	NTC	NTC	NTC	NTC	NTC	P2	D26	P27	P6	D6	V6	S6	V4	P9	S22	D2	P30A	V9	S13	S30A	D9	D13	V13	V23	V17	V16	D16	S17	P22	P17	D17	S9	P10	D22	S4	P5	P23	D23	V2	V5	V2_3	S2_2	D24	V24	S24	P26	S31	S27	S2	V27	S26	V10	V2_2	V30B	V78	V30A	P16	D30B	S10	D30A	S78	D31	P13	D4	D5	P76	D76	V76	S30B	P31	D78	S76	P78	P4	P2_2	P2_3	D2_2	D27	S23	P24	S2_3	V31	P30B	V26	V22	D10	S16	D2_3	S5
ASV1994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	0	0	5	0	0	6	0	0	0	0	1	0	63	0	0	0	0	0	0	0	0	0	17
ASV1995	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	1	0	17	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	1	0	11	0	0	1	11	0	0	0	0	0	0	2	0	6	0	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0
ASV1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	64	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	16	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV1997	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	13	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	10	0	0	2	14	0	0	0	0	0	0	0	0	7	1	0	0	0	9	0	0	0	3	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
ASV1998	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1999	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV2001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	204	0	0	0
ASV2002	0	0	0	0	0	0	0	11	2	0	0	0	3	2	0	0	0	1	1	0	2	1	0	21	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	8	2	0	0	0	0	0	1	0	7	2	0	0	4	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	8	9	7	0	0	10	0	0	0	3	0	1	0	1	0
ASV2003	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV2004	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	3	0	0	37	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	2	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV2005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV2006	0	0	0	0	0	0	0	18	1	9	0	1	5	7	2	1	1	2	0	2	6	1	0	1	0	0	24	0	0	9	3	1	0	0	2	0	14	0	0	12	6	4	10	0	0	4	0	14	2	0	16	9	5	6	2	0	0	3	0	0	0	2	2	16	5	0	0	0	0	0	4	0	50	0	6	3	20	7	0	0	7	8	5	0	3	0	0	0	0	0	0
ASV2007	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	7	12	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	1	3	4	0	0	0	1	0	15	0	2	0	20	1	0	0	0	0	3	7	0	0	0	0	4	0	0	2	8	3	0	3	9
ASV2008	0	0	0	0	0	0	0	0	13	1	0	0	0	0	0	0	0	0	0	0	1	0	0	6	2	0	2	9	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	8	0	0	2	0	0	0	1	0	2	1	0	0	0	0	0	5	0	0	36	0	0	7	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
ASV2009	0	0	0	0	0	0	0	1	0	2	4	0	1	0	0	15	1	1	0	1	6	1	0	0	5	0	0	3	0	1	0	0	0	3	3	3	2	0	0	0	2	0	2	3	1	0	0	0	1	1	0	1	2	1	1	2	2	0	1	0	5	0	1	0	11	0	0	0	0	0	1	0	0	1	2	0	4	3	0	0	0	1	0	4	1	0	0	0	0	2	4
ASV2010	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	11	4	0	0	0	0	0	0	71	0	0	0	0	0	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
ASV2011	0	0	0	0	0	0	0	0	17	0	0	4	6	16	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	18	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	2	0	0	0	0	0	1	0	2	0	0
ASV2012	0	0	0	0	0	0	0	0	0	0	0	0	5	0	7	0	0	0	0	17	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	6	0	0	1	9	0	9	0	21	2	24	10	8	0	0	0	0	0	0	0	0	4	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	24	2	0	0	0
ASV2013	0	0	0	0	0	0	0	0	0	0	0	0	9	0	3	0	0	0	0	19	0	0	0	0	8	14	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	16	0	0	0	9	1	8	0	18	2	19	13	6	0	0	0	0	1	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	11	5	1	0	0	0
ASV2014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6	0	0	0	20	23	0	10	0	0	0	0	0	6	0	4	0	0	22	0	0	1	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0	0	7	0	0	0
ASV2015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	12	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	7	0	0	0	0	0	0	59	0
ASV2016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	1
ASV2017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	4	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	4	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0
ASV2018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	11	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	39	25	0	0	0	0	0	0	0	0	0	1	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV2019	13	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	4	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	12	0	0	0	2	0	0	0	2	0	2	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1
ASV2022	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	2	0	1	0	0	0	0	0	0	0	13	0	0	39	2	0	0	4	0	0	0	0	0	1	0	0	0	9	0	0	0	1	0	0	5	0	0	0	0	0	0	0	2	17	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	2	0	0	0	0	0	1	0	0
ASV2023	0	0	0	0	0	0	0	0	0	0	0	0	8	0	4	0	0	0	0	25	0	0	0	0	9	17	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	8	11	0	0	0	9	0	20	0	20	1	15	9	7	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	14	12	0	0	0	0
ASV2024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	1
ASV2025	0	0	0	0	0	0	0	17	0	0	0	0	0	8	0	2	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	3	0	0	8	0	0	0	0	0	0	5	1	7	0	0	0	0	0	0	0	7	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	24	25	2	0	0	2	2	0	2	0	0	0	1	4	0
ASV2026	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	3	1	0	0	6	3	2	0	0	0	0	0	3	2	0	0	3	2	0	0	0	0	0	8	0	0	0	0	0	0	3	0	1	0	0	1	15	0	0	0	0	0	0	0	10	1	1	0	0	0	18	0	1	0	1	0	0	7	0	0	0	0	2	1	1	0	4	0	0	0	0	0	4	2	3
ASV2027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	2	0	16	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	49	0	0	0	0	0	0	0	0	5	0	0	9	0	0	2	4	0	0	0	0	0	0	0	0	0	7	0
ASV2028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV2029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	15	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	10	0	0	0	0	0	0	53	0
ASV2030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV2031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	28	0	0	0	0	0	0	3	0	0	3	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV2032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	109	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
ASV2033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV2034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	12	0	0	1	2	4	114	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	6	0	0	3	0	0
ASV2035	0	0	0	0	0	0	0	17	5	11	1	0	3	5	5	1	0	2	0	0	1	3	0	0	0	0	22	0	0	6	0	3	0	1	4	0	12	0	0	8	0	3	8	2	0	0	0	16	2	2	11	4	2	8	3	2	2	0	0	0	2	0	0	3	1	0	0	0	0	0	5	0	44	0	5	2	14	7	1	0	6	14	3	0	4	0	0	1	1	0	0
ASV2036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	109
ASV2037	0	0	0	0	0	0	0	13	4	0	0	0	2	3	0	0	0	2	1	0	0	1	0	24	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	7	5	0	0	0	0	0	1	1	5	1	0	0	6	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	7	5	1	0	0	2	2	0	0	0	0	8	0	6	0
ASV2038	0	0	0	0	0	0	0	2	0	1	3	0	0	0	0	0	0	6	4	0	6	5	7	0	0	1	0	0	7	4	0	0	6	1	0	0	1	0	0	2	8	2	0	1	0	3	0	0	9	0	5	0	7	0	1	0	0	0	1	3	15	1	1	2	0	0	0	0	3	6	3	0	15	2	0	0	0	1	17	0	1	0	4	0	0	0	7	0	1	3	7
ASV2039	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	16	0	0	0	0	0	0	0	2	0	0	0	0	1	0	63	0	0	0	0	0	0	0	4	0	8	0	0	0	1	0	3	2	2	4	0	7	2	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	1	0	0	0	18	0	2	0	6	0	0	0	0	0	0	16	2
ASV2040	0	0	0	0	0	0	0	0	0	0	0	0	18	0	20	0	0	0	0	20	0	0	0	0	0	49	0	9	0	0	0	0	0	1	0	0	0	0	0	0	3	1	0	0	10	18	0	0	0	27	0	32	0	37	2	40	43	29	0	0	0	0	1	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	14	32	5	0	0	0
ASV2041	0	0	0	0	0	0	0	16	0	0	0	0	0	7	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0	0	0	3	0	0	3	0	0	0	1	0	2	1	2	0	0	0	0	0	0	0	0	3	2	0	0	1	0	0	2	1	0	1	3	0	0	0	0	0	30	23	2	0	1	0	5	0	2	0	0	0	2	1	0
ASV2042	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6	0	0	4	0	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	51	0	3	0	0	0	0	0	0	15	13	0	0	0	0	8	0	0	0	0	0	1	0	0
ASV2043	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	3	0	2	0	0	0	0	0	2	0	1	0	0	2	0	0	2	2	0	0	0	0	1	2	16	9	0	0	0	0	0	0	1	0	0	0	0	1	10	2	0	1	0	30	5	2	1	6	2	0	3	0	0	1	9	0	0	0	12	4	0	0	0	0	0	1	0	1	1	1	1	5	0	0	1
ASV2044	0	0	0	0	0	0	0	0	0	0	0	0	19	0	3	0	0	0	0	43	0	0	0	0	17	25	1	3	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	0	9	28	0	0	0	20	0	16	0	18	0	21	21	17	0	0	0	0	2	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	21	8	0	0	0	0
ASV2045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	1	0	2
ASV2046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV2047	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV2048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	30	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV2049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV2050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	19	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	52	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1
ASV2051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV2052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV2053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV2054	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	28	0	0	0	0	0	10	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	4	9	0	0	0	13	0	9	0	24	0	0	12	1	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	22	0	0	0	0
ASV2055	0	0	0	0	0	0	0	0	0	0	0	0	15	0	6	0	0	0	0	21	0	0	0	0	6	16	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	13	0	0	0	13	0	15	0	20	3	17	11	9	0	0	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	9	2	0	0	0
ASV2056	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	2	0	0	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	10	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	74	64	0	0	0	1	0	3	0	0	0	0	1	1	0	9	0	0	0	0	0	0	0	0	10	1
ASV2057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	3	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	2	0	0	0	0	0	4	0	1	10	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	1
ASV2058	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	9	0	0	0	0	0	0	0	100
ASV2059	0	0	0	0	0	0	0	0	0	0	0	0	10	0	6	0	0	0	0	47	0	0	0	0	12	27	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	4	2	0	4	26	0	0	0	11	1	17	0	15	1	27	12	13	0	0	0	0	1	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	19	12	0	0	0	0
ASV2060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	71	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	12	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV2061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	37	24	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ASV2062	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV2063	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV2064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV2065	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	12	0	0	0	0	0	0	0	0	0	4	0	0	13	0	0	0	0	0	1	0	9	0	0	0	0	0	0	0	0	2	0	2	4	4	0	18	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	7	0	0	0	0	0	1	0	0
